cal_file,date,camera_make,camera_model,camera_serial,lens_make,lens_model,lens_serial,focal,lr_dist,tb_dist,llur_dist,ullr_dist,mlx,mly,mrx,mry,mtx,mty,mbx,mby,llx,lly,urx,ury,ulx,uly,lrx,lry
Report_2_2_139098.pdf,1954-04-20,Fairchild,K-17 (modified),42-60403,Bausch and Lomb,Metrogon,KF268,152.93,222.37,222.38,,,,,,,,,,,,,,,,,,
Report_2_2_139098.pdf,1954-06-04,Fairchild,K-17 (modified),42-60403,Bausch and Lomb,Metrogon,KF268,152.93,222.37,222.38,,,,,,,,,,,,,,,,,,
Report_2_2_139291.pdf,1954-05-27,Fairchild,T-5,41-4137,Bausch and Lomb,Metrogon,US2111,152.47,229.97,229.98,,,,,,,,,,,,,,,,,,
Report_2_2_139357.pdf,1954-06-21,Fairchild,K-17B (modified),44-187544,Bausch and Lomb,Metrogon,CS3724,153.84,222.32,222.74,,,,,,,,,,,,,,,,,,
Report_2_2_139451.pdf,1954-06-08,Fairchild,K-17B (modified),42-56109,Bausch and Lomb,Metrogon,MF1729,154.83,223.56,225.68,,,,,,,,,,,,,,,,,,
Report_2_2_139552.pdf,1954-07-06,Fairchild,T-5,41-4136,Bausch and Lomb,Metrogon,UF9447,153.95,229.9,229.57,,,,,,,,,,,,,,,,,,
Report_2_2_139576.pdf,1954-06-15,Fairchild,K-3B (modified),40-1070,Bausch and Lomb,Metrogon,11361,153.78,222.51,222.41,,,,,,,,,,,,,,,,,,
Report_2_2_139892.pdf,1954-07-27,Fairchild,K-3B (modified),AC39-24,Ross,Wide Angle Xpres,131300,211.19,225.32,225.68,,,,,,,,,,,,,,,,,,
Report_2_2_140120-1.pdf,1954-09-10,Fairchild,K-17 (modified),41-3018,Bausch and Lomb,Metrogon,RF750,155.25,225.64,225.86,,,,,,,,,,,,,,,,,,
Report_2_2_140120-2.pdf,1954-09-10,Fairchild,K-17B (modified),42-59661,Bausch and Lomb,Metrogon,RF4334,154.67,225.88,225.87,,,,,,,,,,,,,,,,,,
Report_2_2_140237.pdf,1954-09-15,Fairchild,K-3B (modified),41-569,Ross,Wide Angle Xpres,126585,208.1,222.22,222.18,,,,,,,,,,,,,,,,,,
Report_2_2_140238.pdf,1954-09-16,Fairchild,K-17 (modified),41-2769,Bausch and Lomb,Metrogon,MS5672,154.64,222.37,222.21,,,,,,,,,,,,,,,,,,
Report_2_2_140300.pdf,1954-09-01,Hurd,,,Goerz,Aerotar,760621,,,,,,,,,,,,,,,,,,,,,
Report_2_2_140325.pdf,1954-09-09,Fairchild,K-3B (modified),AC38-4,Ross,Wide Angle Xpres,129519,210.86,222.09,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_140360.pdf,1954-09-17,Fairchild,K-17 (modified),,Bausch and Lomb,Metrogon,MF1389,152.5,222.12,222.29,,,,,,,,,,,,,,,,,,
Report_2_2_140515-2.pdf,1954-09-24,Fairchild,K-17B (modified),42-56109,Bausch and Lomb,Metrogon,MF1729,154.83,223.5,225.64,,,,,,,,,,,,,,,,,,
Report_2_2_140669.pdf,1954-11-08,Fairchild,K-3B (modified),AC-K3-26-13,Ross,Wide Angle Xpres,126580,209.14,222.26,222.21,,,,,,,,,,,,,,,,,,
Report_2_2_140726-1.pdf,1954-11-16,Fairchild,K-3B (modified),41-265,Bausch and Lomb,Metrogon,11487,153.39,222.28,222.21,,,,,,,,,,,,,,,,,,
Report_2_2_140726-2.pdf,1954-11-16,Fairchild,K-3B (modified),41-596,Bausch and Lomb,Metrogon,11596,152.36,222.35,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_140890.pdf,1955-01-04,Smith,,36-171,Bausch and Lomb,Metrogon,UF3732,153.5,222.39,221.77,,,,,,,,,,,,,,,,,,
Report_2_2_140979.pdf,1954-12-21,Fairchild,K-3B (modified),653,Ross,Wide Angle Xpres,126534,209.56,222.2,222.32,,,,,,,,,,,,,,,,,,
Report_2_2_140993.pdf,1954-12-17,Fairchild,K-3B (modified),41-302,Bausch and Lomb,Metrogon,11565,153.44,222.36,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_141328.pdf,1955-01-27,Fairchild,K-17B,42-44273,Eastman Kodak,Aerostigmat,EE3427,304.77,,,,,,,,,,,,,,,,,,,,
Report_2_2_141334.pdf,1955-01-31,Fairchild,K-3B (modified),650,Ross,Wide Angle Xpres,129528,210.91,222.23,222.24,,,,,,,,,,,,,,,,,,
Report_2_2_141425.pdf,1955-01-26,Fairchild,K-17,43-8714,Bausch and Lomb,Metrogon,BS767,155.15,,,,,,,,,,,,,,,,,,,,
Report_2_2_141445.pdf,1955-01-28,Fairchild,K-17 (modified),43-394,Bausch and Lomb,Metrogon,US5019,152.85,223.5,223.38,,,,,,,,,,,,,,,,,,
Report_2_2_141488.pdf,1955-02-15,Fairchild,K-17 (modified),44-582,Bausch and Lomb,Metrogon,11398,152.85,222.24,222.42,,,,,,,,,,,,,,,,,,
Report_2_2_141696.pdf,1955-02-15,Fairchild,K-17,42-994,Bausch and Lomb,Metrogon,UF5025,154.34,,,,,,,,,,,,,,,,,,,,
Report_2_2_141911.pdf,1955-03-18,Fairchild,K-17,41-2380,Bausch and Lomb,Metrogon,MF47,153.03,,,,,,,,,,,,,,,,,,,,
Report_2_2_142044.pdf,1955-04-08,Fairchild,K-17 (modified),46-3,Bausch and Lomb,Metrogon,MS5865,152.12,222.28,222.26,,,,,,,,,,,,,,,,,,
Report_2_2_142123.pdf,1955-04-15,Fairchild,K-3B (modified),37-250,Ross,Wide Angle Xpres,138877,209.97,222.32,222.48,,,,,,,,,,,,,,,,,,
Report_2_2_142186.pdf,1955-05-04,Fairchild,K-3B (modified),55-029,Ross,Wide Angle Xpres,130003,210.04,222.02,222.53,,,,,,,,,,,,,,,,,,
Report_2_2_142203.pdf,1955-05-04,Fairchild,K-3B (modified),55-024,Bausch and Lomb,Metrogon,MS4314,153.61,222.22,222.47,,,,,,,,,,,,,,,,,,
Report_2_2_142249.pdf,1955-04-22,Fairchild,K-3B (modified),AC40-581,Ross,Wide Angle Xpres,130007,210.75,225.75,225.21,,,,,,,,,,,,,,,,,,
Report_2_2_142321.pdf,1955-05-20,Fairchild,K-17 (modified),55-030,Bausch and Lomb,Metrogon,MF5917,152.5,222.07,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_142322.pdf,1955-05-20,Fairchild,K-3B (modified),AC24-16,Ross,Wide Angle Xpres,129540,210.57,222.04,222.249,,,,,,,,,,,,,,,,,,
Report_2_2_142353.pdf,1955-04-19,Hurd,,30,Bausch and Lomb,Cartogon,IF6337,152.47,221.78,221.85,,,,,,,,,,,,,,,,,,
Report_2_2_142539-1.pdf,1955-05-24,Fairchild,K-17B (modified),43-34,Bausch and Lomb,Metrogon,MF7061,154.64,222.22,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_142539-2.pdf,1955-05-24,Fairchild,K-17B (modified),55-025,Bausch and Lomb,Metrogon,MA570R,152.88,222.31,222.48,,,,,,,,,,,,,,,,,,
Report_2_2_142560.pdf,1955-05-25,Fairchild,K-17B (modified),55-026,Bausch and Lomb,Metrogon,MS4462,154.99,222.22,222.42,,,,,,,,,,,,,,,,,,
Report_2_2_143036.pdf,1955-07-27,Fairchild,K-3B (modified),AC40-621,Ross,Wide Angle Xpres,129537,211.36,222.24,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_143323.pdf,1955-08-17,Fairchild,K-17,42-994,Bausch and Lomb,Metrogon,UF5025,154.06,,,,,,,,,,,,,,,,,,,,
Report_2_2_143408.pdf,1955-08-22,Fairchild,T-5,41-4137,Bausch and Lomb,Metrogon,US2111,152.47,229.96,229.96,,,,,,,,,,,,,,,,,,
Report_2_2_144052.pdf,1955-11-09,Park,,42,Goerz,Aerotar,757831,,,,,,,,,,,,,,,,,,,,,
Report_2_2_144070.pdf,1955-11-15,Fairchild,K-17B (modified),GE55-151,Bausch and Lomb,Altimar,6255,209.7,222.93,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_144175-1.pdf,1955-12-09,Fairchild,F-224,GE55-152,Bausch and Lomb,Metrogon,MA45,153.82,,,,,,,,,,,,,,,,,,,,
Report_2_2_144184.pdf,1956-02-03,Fairchild,K-3B (modified),41-602,Goerz,Aerotar,784250,209.95,222.16,222.2,,,,,,,,,,,,,,,,,,
Report_2_2_144258-2.pdf,1955-12-06,Park,,42,Goerz,Aerotar,757831,210.18,223.07,223.2,,,,,,,,,,,,,,,,,,
Report_2_2_144347.pdf,1955-12-12,Fairchild,K-3B (modified),AC38-19,Goerz,Aerotar,784235,209.37,222.18,222.26,,,,,,,,,,,,,,,,,,
Report_2_2_144348.pdf,1955-12-19,Fairchild,K-3B (modified),653,Goerz,Aerotar,784233,209.96,222.2,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_144782-1.pdf,1956-02-10,Park,Twinplex,55,Bausch and Lomb,Cartogon,JZ1482,152.12,223.32,223.1,,,,,,,,,,,,,,,,,,
Report_2_2_144782-2.pdf,1956-02-10,Park,Twinplex,56,Bausch and Lomb,Cartogon,JZ1476,152.08,222.96,222.94,,,,,,,,,,,,,,,,,,
Report_2_2_144782-8.pdf,1956-03-27,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.23,223.04,223.02,,,,,,,,,,,,,,,,,,
Report_2_2_144782-9.pdf,1956-03-27,Park,Twinplex,58,Bausch and Lomb,Cartogon,JZ1487,152.02,222.86,223.12,,,,,,,,,,,,,,,,,,
Report_2_2_144791-1.pdf,1956-03-16,Fairchild,K-17B (modified),42-55850,Bausch and Lomb,Metrogon,11448,153.58,222.29,222.36,,,,,,,,,,,,,,,,,,
Report_2_2_144791-2.pdf,1956-03-16,Fairchild,K-17B (modified),42-55759,Bausch and Lomb,Metrogon,11495,153.66,222.27,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_144791-3.pdf,1956-03-16,Fairchild,K-17B (modified),,Bausch and Lomb,Metrogon,MF3974,154.09,222.25,222.25,,,,,,,,,,,,,,,,,,
Report_2_2_145199-1.pdf,1956-04-04,Fairchild,K-17B (modified),GE56-202,Bausch and Lomb,Metrogon,UF9472,154.38,222.0,222.36,,,,,,,,,,,,,,,,,,
Report_2_2_145252.pdf,1956-04-04,Fairchild,K-17B (modified),44-187299,Bausch and Lomb,Metrogon,11400,154.26,222.51,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_145441-1.pdf,1956-04-30,Fairchild,K-17 (modified),,Bausch and Lomb,Metrogon,MF2394,154.04,222.38,222.18,,,,,,,,,,,,,,,,,,
Report_2_2_145441-2.pdf,1956-04-30,Fairchild,K-3B (modified),55-033,Bausch and Lomb,Metrogon,11405,153.82,222.36,222.09,,,,,,,,,,,,,,,,,,
Report_2_2_145626.pdf,1956-05-25,Fairchild,K-3B (modified),,Bausch and Lomb,Metrogon,11402,153.59,222.27,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_145809-1.pdf,1956-05-25,Fairchild,K-17B (modified),55-035,Bausch and Lomb,Metrogon,MF4153,153.7,221.98,222.29,,,,,,,,,,,,,,,,,,
Report_2_2_145809-2.pdf,1956-05-25,Fairchild,K-17B (modified),44-187324,Bausch and Lomb,Metrogon,MS5655,154.17,221.92,221.27,,,,,,,,,,,,,,,,,,
Report_2_2_145809-3.pdf,1956-05-25,Fairchild,K-17B (modified),55-036,Bausch and Lomb,Metrogon,UF6031,152.93,222.15,222.23,,,,,,,,,,,,,,,,,,
Report_2_2_145997-1.pdf,1956-06-07,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.14,223.04,223.02,,,,,,,,,,,,,,,,,,
Report_2_2_145997-2.pdf,1956-06-07,Park,Twinplex,58,Bausch and Lomb,Cartogon,JZ1487,151.76,222.86,223.12,,,,,,,,,,,,,,,,,,
Report_2_2_146145-1.pdf,1956-06-29,Fairchild,K-17 (modified),55-034,Bausch and Lomb,Metrogon,MF2439,154.2,222.2,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_146145-2.pdf,1956-06-29,Fairchild,K-17 (modified),55-038,Bausch and Lomb,Metrogon,MS9441R,152.9,222.13,222.29,,,,,,,,,,,,,,,,,,
Report_2_2_146219-1.pdf,1956-07-23,Fairchild,K-3B (modified),55-039,Goerz,Aerotar,784251,209.65,222.19,222.31,,,,,,,,,,,,,,,,,,
Report_2_2_146219-2.pdf,1956-07-23,Fairchild,K-3B (modified),56-042,Goerz,Aerotar,784254,209.61,222.25,222.33,,,,,,,,,,,,,,,,,,
Report_2_2_146439-1.pdf,,Fairchild,K-17 (modified),56-040,Bausch and Lomb,Metrogon,MF4002,152.5,222.1,222.22,,,,,,,,,,,,,,,,,,
Report_2_2_146539-2.pdf,1956-08-16,Fairchild,K-17 (modified),56-045,Bausch and Lomb,Metrogon,MS4294,153.55,222.38,222.24,,,,,,,,,,,,,,,,,,
Report_2_2_146539-3.pdf,1956-08-16,Fairchild,K-17 (modified),56-044,Bausch and Lomb,Metrogon,MS8301R,153.01,222.47,222.33,,,,,,,,,,,,,,,,,,
Report_2_2_146539-4.pdf,1956-08-16,Fairchild,K-3B (modified),56-043,Goerz,Aerotar,784252,209.12,222.24,222.15,,,,,,,,,,,,,,,,,,
Report_2_2_146650-1.pdf,1956-08-24,Park,Twinplex,55,Bausch and Lomb,Cartogon,JZ1482,151.51,223.28,223.13,,,,,,,,,,,,,,,,,,
Report_2_2_146650-2.pdf,1956-08-24,Park,Twinplex,56,Bausch and Lomb,Cartogon,JZ1476,151.55,222.97,222.98,,,,,,,,,,,,,,,,,,
Report_2_2_146807-1.pdf,1956-09-13,Fairchild,K-17 (modified),56-040,Bausch and Lomb,Metrogon,MF4002,152.74,,,,,,,,,,,,,,,,,,,,
Report_2_2_146807-3.pdf,1956-09-13,Fairchild,K-17 (modified),56-040,Bausch and Lomb,Metrogon,MF4002,152.03,222.1,222.22,,,,,,,,,,,,,,,,,,
Report_2_2_146891-1.pdf,1956-09-21,Fairchild,K-17B (modified),GE55-151,Bausch and Lomb,Altimer,6255,209.7,222.93,222.39,,,,,,,,,,,,,,,,,,
Report_2_2_147000.pdf,1956-10-12,Fairchild,K-3B (modified),AC40-581,Ross,Wide Angle Xpres,130007,210.9,225.79,225.29,,,,,,,,,,,,,,,,,,
Report_2_2_147053.pdf,1956-10-08,Fairchild,T-5,41-4157,Bausch and Lomb,Metrogon,MF1732,154.43,229.77,229.93,,,,,,,,,,,,,,,,,,
Report_2_2_147053.pdf,1956-10-08,Fairchild,T-5,41-4157,Bausch and Lomb,Metrogon,XF1732,154.43,229.77,229.93,,,,,,,,,,,,,,,,,,
Report_2_2_147054-1.pdf,1956-10-10,Fairchild,K-17 (modified),42-841,Bausch and Lomb,Metrogon,MA1218R,153.08,222.33,222.35,,,,,,,,,,,,,,,,,,
Report_2_2_147054-2.pdf,1956-10-10,Fairchild,K-17 (modified),41-653,Bausch and Lomb,Metrogon,MF3019,152.75,221.93,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_147054-3.pdf,1956-10-10,Fairchild,K-17 (modified),42-1716,Bausch and Lomb,Metrogon,MS4492,153.01,222.83,222.09,,,,,,,,,,,,,,,,,,
Report_2_2_147054-4.pdf,1956-10-10,Fairchild,K-17 (modified),42-3495,Bausch and Lomb,Metrogon,MS9996,152.78,222.15,222.24,,,,,,,,,,,,,,,,,,
Report_2_2_147114.pdf,1956-11-09,Fairchild,K-3B (modified),41-245,Bausch and Lomb,Metrogon,11459,152.98,225.71,225.49,,,,,,,,,,,,,,,,,,
Report_2_2_147181.pdf,1956-10-15,Fairchild,K-17B (modified),42-4553,Bausch and Lomb,Metrogon,MS139,153.77,208.28,211.35,,,,,,,,,,,,,,,,,,
Report_2_2_147232-2.pdf,1956-10-25,Park,Twinplex,55A,Bausch and Lomb,Cartogon,JZ1482,151.44,223.28,223.13,,,,,,,,,,,,,,,,,,
Report_2_2_147314-1.pdf,1956-11-08,Fairchild,K-17 (modified),K56-050,Bausch and Lomb,Metrogon,UF6150,154.59,222.42,222.17,,,,,,,,,,,,,,,,,,
Report_2_2_147314-2.pdf,1956-11-08,Fairchild,K-17 (modified),K56-051,Bausch and Lomb,Metrogon,MS4522,154.65,222.29,222.3,,,,,,,,,,,,,,,,,,
Report_2_2_147361.pdf,1956-11-09,Fairchild,T-5,41-4107,Bausch and Lomb,Metrogon,UF7786,153.95,229.79,229.62,,,,,,,,,,,,,,,,,,
Report_2_2_147416.pdf,1956-11-26,Fairchild,K-3B (modified),K56-052,Goerz,Aerotar,784249,209.51,222.57,222.05,,,,,,,,,,,,,,,,,,
Report_2_2_147534.pdf,1956-11-19,Fairchild,K-17 (modified),K56-050,Bausch and Lomb,Metrogon,UF6150,154.21,222.42,222.17,,,,,,,,,,,,,,,,,,
Report_2_2_147729-1.pdf,1956-12-14,Park,Twinplex,57,Bausch and Lomb,Cartogon,JZ1480,153.35,223.04,223.02,,,,,,,,,,,,,,,,,,
Report_2_2_147729-2.pdf,1956-12-14,Park,Twinplex,58,Bausch and Lomb,Cartogon,JZ1487,152.39,222.86,223.12,,,,,,,,,,,,,,,,,,
Report_2_2_147735-11.pdf,1956-12-21,Fairchild,K-17 (modified),K56-053,Bausch and Lomb,Metrogon,MF6401,154.49,222.23,222.57,,,,,,,,,,,,,,,,,,
Report_2_2_147762-1.pdf,1956-12-19,Fairchild,K-17 (modified),K56-055,Bausch and Lomb,Metrogon,MF2584,154.46,,,,,,,,,,,,,,,,,,,,
Report_2_2_147762-2.pdf,1956-12-19,Fairchild,K-17 (modified),K56-055,Bausch and Lomb,Metrogon,MF2584,153.92,222.18,222.22,,,,,,,,,,,,,,,,,,
Report_2_2_147763.pdf,1956-12-26,Fairchild,K-17 (modified),K56-054,Bausch and Lomb,Metrogon,MS3554,154.53,222.43,222.16,,,,,,,,,,,,,,,,,,
Report_2_2_147785.pdf,1957-01-09,Fairchild,K-17 (modified),K56-056,Bausch and Lomb,Metrogon,MS154,151.86,222.1,222.26,,,,,,,,,,,,,,,,,,
Report_2_2_147786.pdf,1956-12-19,Fairchild,K-3B (modified),41-596,Bausch and Lomb,Metrogon,11596,152.38,222.35,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_147838.pdf,1957-01-09,Fairchild,K-3B (modified),K56-057,Goerz,Aerotar,784253,210.07,222.23,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_147839.pdf,1957-01-09,Fairchild,K-3B (modified),K056-058,Goerz,Aerotar,784236,210.49,222.06,222.44,,,,,,,,,,,,,,,,,,
Report_2_2_147840.pdf,1957-01-09,Fairchild,K-3B (modified),K56-059,Goerz,Aerotar,784255,209.77,222.65,222.27,,,,,,,,,,,,,,,,,,
Report_2_2_147840.pdf,1956-12-26,Fairchild,K-3B (modified),K56-059,Goerz,Aerotar,784255,209.77,222.65,222.27,,,,,,,,,,,,,,,,,,
Report_2_2_147884-1.pdf,1957-01-11,Fairchild,T-5,41-4123,Bausch and Lomb,Metrogon,AF5875,153.29,229.64,229.62,,,,,,,,,,,,,,,,,,
Report_2_2_147975-1.pdf,1957-01-29,Fairchild,K-17 (modified),GE56-202,Bausch and Lomb,Metrogon,XF4301,152.67,221.67,222.08,,,,,,,,,,,,,,,,,,
Report_2_2_148060-1.pdf,1957-01-30,Park,Twinplex,59,Bausch and Lomb,Cartogon,JZ1481,152.31,222.95,223.16,,,,,,,,,,,,,,,,,,
Report_2_2_148060-2.pdf,1957-01-29,Park,Twinplex,60,Bausch and Lomb,Cartogon,JZ1490,152.46,223.43,223.33,,,,,,,,,,,,,,,,,,
Report_2_2_148239-1.pdf,1957-04-15,Fairchild,K-17 (modified),K57C1,Goerz,Metrogon,788577,153.87,222.26,222.24,,,,,,,,,,,,,,,,,,
Report_2_2_148239-2.pdf,1957-04-17,Fairchild,K-17 (modified),K57C2,Goerz,Metrogon,788579,152.96,222.37,222.52,,,,,,,,,,,,,,,,,,
Report_2_2_148294-1.pdf,1957-02-15,Park,Twinplex,63,Bausch and Lomb,Cartogon,JZ1494,151.53,223.57,223.58,,,,,,,,,,,,,,,,,,
Report_2_2_148294-2.pdf,1957-02-15,Park,Twinplex,64,Bausch and Lomb,Cartogon,JZ1495,151.4,223.23,223.32,,,,,,,,,,,,,,,,,,
Report_2_2_148391-1.pdf,1957-03-19,Fairchild,K-17C (modified),GE57-188,Bausch and Lomb,Metrogon,VA3642R,152.18,208.06,211.06,,,,,,,,,,,,,,,,,,
Report_2_2_148391-2.pdf,1957-03-19,Fairchild,K-17C (modified),GE57-188,Eastman Kodak,Aerostigmat,KM1622,305.37,208.06,211.06,,,,,,,,,,,,,,,,,,
Report_2_2_148825-1.pdf,1957-03-27,Fairchild,K-17 (modified),44-326,Bausch and Lomb,Metrogon,MA1260,155.41,208.08,211.48,,,,,,,,,,,,,,,,,,
Report_2_2_148895.pdf,1957-04-02,Fairchild,K-17 (modified),K57C5,Goerz,Metrogon,788582,153.54,222.33,222.49,,,,,,,,,,,,,,,,,,
Report_2_2_148929.pdf,1957-04-04,Fairchild,K-17 (modified),K57C6,Bausch and Lomb,Metrogon,MS8888R,153.12,222.69,222.45,,,,,,,,,,,,,,,,,,
Report_2_2_148954-2.pdf,1957-04-25,Fairchild,K-17 (modified),K57C7,Bausch and Lomb,Metrogon,MF3188,153.21,222.08,222.38,,,,,,,,,,,,,,,,,,
Report_2_2_148981.pdf,1957-04-08,Fairchild,K-17 (modified),K56-046,Bausch and Lomb,Metrogon,MS4492,153.05,,,,,,,,,,,,,,,,,,,,
Report_2_2_149117.pdf,1957-05-24,Fairchild,K-17 (modified),K57C14,Bausch and Lomb,Metrogon,US2152,153.68,222.02,222.42,,,,,,,,,,,,,,,,,,
Report_2_2_149185.pdf,1957-04-30,Fairchild,K-3B (modified),GE54-101,Ross,Wide Angle Xpres,131697,210.08,225.72,225.68,,,,,,,,,,,,,,,,,,
Report_2_2_149212.pdf,1957-05-07,Fairchild,K-17 (modified),43-34,Bausch and Lomb,Metrogon,MF7061,154.26,222.24,222.27,,,,,,,,,,,,,,,,,,
Report_2_2_149316.pdf,1957-05-08,Fairchild,T-5,41-4145,Bausch and Lomb,Metrogon,AF5787,154.75,229.66,229.42,,,,,,,,,,,,,,,,,,
Report_2_2_149421.pdf,1957-05-21,Zeiss,RMK 15/23,2112,Zeiss,Pleogon,9835,152.86,225.99,225.99,,,,,,,,,,,,,,,,,,
Report_2_2_149446.pdf,1957-05-24,Fairchild,K-17 (modified),K57C9,Bausch and Lomb,Metrogon,11415,153.82,222.0,222.38,,,,,,,,,,,,,,,,,,
Report_2_2_149481.pdf,1957-06-03,Fairchild,T-5,41-4145,Bausch and Lomb,Metrogon,AF5787,154.75,230.01,229.72,,,,,,,,,,,,,,,,,,
Report_2_2_149483.pdf,1957-06-13,Fairchild,K-17 (modified),K57C12,Goerz,Metrogon,788578,153.66,222.14,222.36,,,,,,,,,,,,,,,,,,
Report_2_2_149612.pdf,1957-06-13,Fairchild,K-3B (modified),K57C13,Goerz,Aerotar,784247,209.91,222.07,222.5,,,,,,,,,,,,,,,,,,
Report_2_2_149791.pdf,1957-08-13,Fairchild,K-17 (modified),K57C3,Goerz,Metrogon,788581,152.51,222.13,222.52,,,,,,,,,,,,,,,,,,
Report_2_2_149955.pdf,1957-07-31,Fairchild,K-17 (modified),K57C18,Goerz,Aerotar,784246,209.91,222.16,222.79,,,,,,,,,,,,,,,,,,
Report_2_2_149956.pdf,1957-08-01,Fairchild,K-17 (modified),K57C17,Goerz,Aerotar,784248,209.94,222.26,222.51,,,,,,,,,,,,,,,,,,
Report_2_2_149962.pdf,1957-08-01,Fairchild,K-17 (modified),K57C8,Bausch and Lomb,Metrogon,MF3201,153.57,221.99,222.45,,,,,,,,,,,,,,,,,,
Report_2_2_149963.pdf,1957-07-31,Fairchild,K-17 (modified),K56C21,Bausch and Lomb,Metrogon,MF4029,154.09,222.17,222.25,,,,,,,,,,,,,,,,,,
Report_2_2_150140.pdf,1957-08-15,Fairchild,K-17 (modified),K57C15,Bausch and Lomb,Metrogon,MF192,152.59,222.28,222.4,,,,,,,,,,,,,,,,,,
Report_2_2_150150.pdf,1957-08-06,Fairchild,K-17 (modified),AC41-225,Bausch and Lomb,Metrogon,DF5225,153.98,225.65,225.37,,,,,,,,,,,,,,,,,,
Report_2_2_150248.pdf,1957-08-15,Fairchild,,,Bausch and Lomb,Metrogon,CS3712,152.07,226.95,226.95,,,,,,,,,,,,,,,,,,
Report_2_2_150272.pdf,1957-08-15,Fairchild,K-3B (modified),GE54-101,Ross,Wide Angle Xpres,131697,209.93,225.72,225.68,,,,,,,,,,,,,,,,,,
Report_2_2_150325.pdf,1957-08-22,Park,,49,Bausch and Lomb,Cartogon,JZ1484,151.64,223.25,223.15,,,,,,,,,,,,,,,,,,
Report_2_2_150485.pdf,1957-08-29,Fairchild,K-3B (modified),K57C19,Goerz,Aerotar,784245,209.91,222.19,222.62,,,,,,,,,,,,,,,,,,
Report_2_2_150486.pdf,1957-09-10,Fairchild,K-17 (modified),GE57-210,Goerz,Aerotar,784243,208.65,,,,,,,,,,,,,,,,,,,,
Report_2_2_150580.pdf,1957-09-30,Fairchild,K-17 (modified),K57C22,Goerz,Dagor,787644,305.86,222.66,222.69,,,,,,,,,,,,,,,,,,
Report_2_2_150644.pdf,1957-09-24,Fairchild,K-17 (modified),K56-053,Bausch and Lomb,Metrogon,MF6401,154.43,222.34,222.57,,,,,,,,,,,,,,,,,,
Report_2_2_150666.pdf,1957-10-15,Fairchild,K-17 (modified),K57C11,Goerz,Metrogon,788580,152.7,222.0,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_150689-1.pdf,1957-09-30,Fairchild,T-5,41-4144,Bausch and Lomb,Metrogon,AF5716,154.26,229.96,229.92,,,,,,,,,,,,,,,,,,
Report_2_2_150770.pdf,1957-10-15,Fairchild,KC-1,53-039,Curtis,Planigon,28,153.0,238.03,234.99,,,,,,,,,,,,,,,,,,
Report_2_2_150938.pdf,1957-10-29,Fairchild,K-3B (modified),37-208,Goerz,Aerotar,784244,209.23,222.06,222.35,,,,,,,,,,,,,,,,,,
Report_2_2_151098.pdf,1958-01-10,Fairchild,K-17 (modified),K57C25,Goerz,Dagor,787649,304.07,222.34,222.1,,,,,,,,,,,,,,,,,,
Report_2_2_151209.pdf,1957-12-03,Fairchild,K-17 (modified),K57C20,Goerz,Dagor,787646,304.81,222.45,222.72,,,,,,,,,,,,,,,,,,
Report_2_2_151277-1.pdf,1957-12-24,Fairchild,F-224,GE57-153,Curtis,Metrogon,302,152.29,227.09,227.3,,,,,,,,,,,,,,,,,,
Report_2_2_151356-1.pdf,1957-12-17,Fairchild,K-3B (modified),GE57-210,Goerz,Aerotar,791663,210.23,221.72,222.08,,,,,,,,,,,,,,,,,,
Report_2_2_151359.pdf,1957-12-17,Fairchild,K-3B (modified),K57C24,Goerz,Aerotar,784234,209.07,222.32,222.34,,,,,,,,,,,,,,,,,,
Report_2_2_151360.pdf,1957-12-11,Fairchild,K-3B (modified),K57C23,Goerz,Aerotar,784241,209.21,222.18,222.33,,,,,,,,,,,,,,,,,,
Report_2_2_151684.pdf,1958-02-03,Fairchild,K-17 (modified),K57C4,Bausch and Lomb,Metrogon,MS9533,152.63,222.66,222.49,,,,,,,,,,,,,,,,,,
Report_2_2_151739.pdf,1958-01-30,Fairchild,K-17 (modified),K57C22,Goerz,Dagor,787644,305.8,222.61,222.67,,,,,,,,,,,,,,,,,,
Report_2_2_151787.pdf,1958-01-27,Fairchild,K-17 (modified),K57C20,Goerz,Dagor,787646,304.97,222.45,222.72,,,,,,,,,,,,,,,,,,
Report_2_2_151868.pdf,1957-08-07,Hurd,,20,Bausch and Lomb,Metrogon,CS3743,151.46,221.91,221.78,,,,,,,,,,,,,,,,,,
